show_id,type,title,director,release_year,rating,duration,listed_in,duration_int
s9054,Movie,Topkapi,Jules Dassin,1964,7+,120 min,Action,120
s9055,Movie,Things You Can Tell Just By Looking At Her,Rodrigo Garcia,2001,PG-13,109 min,Drama,109
s9056,Movie,The Whereabouts of Jenny,Gene Reynolds,1991,13+,95 min,"Drama, Kids",95
s9057,TV Show,The Village,,2014,TV-14,2 Seasons,Drama,2
s9058,Movie,The Thing (2011),Matthijs van Heijningen,2011,R,103 min,"Action, Adventure, Horror",103
s9059,Movie,The Squid And The Whale,Noah Baumbach,2005,R,81 min,Drama,81
s9060,Movie,The Sneak Over,Brandon Bergin,2021,7+,84 min,"Action, Comedy, Kids",84
s9061,Movie,The Rookies,Alan Yuen,2019,16+,113 min,Action,113
s9062,Movie,The Rage: Carrie 2,Katt Shea,1999,R,105 min,"Fantasy, Horror, Science Fiction",105
s9063,Movie,The Pudgie Movie,Ameir White,2020,18+,41 min,Comedy,41
s9065,Movie,The Organization,Don Medford,1971,PG-13,108 min,"Action, Drama",108
s9066,Movie,The Midnight After,Fruit Chan,2014,16+,121 min,"Action, Drama, Horror",121
s9067,Movie,The Michelle Apartments,John Pozer,1995,16+,92 min,"Comedy, Suspense",92
s9068,Movie,The Life Aquatic with Steve Zissou,Wes Anderson,2004,R,119 min,"Action, Adventure, Comedy",119
s9069,Movie,The Joyriders,Bradley Battersby,1999,PG-13,101 min,"Drama, Suspense",101
s9070,Movie,The Grudge 2,Takashi Shimizu,2006,PG-13,102 min,Horror,102
s9071,Movie,The Great Train Robbery,Michael Crichton,1979,PG,111 min,"Action, Adventure, Western",111
s9072,Movie,The Great Hypnotist,Leste Chan,2014,16+,102 min,"Action, Drama, Suspense",102
s9073,Movie,The Graduate,Mike Nichols,1967,PG,106 min,"Comedy, Drama",106
s9074,Movie,The Forest Killer,Wolfgang Murnberger,2014,13+,90 min,"Drama, Suspense",90
s9075,TV Show,The Dream Motel,,2019,7+,1 Season,"Drama, Faith and Spirituality",1
s9076,Movie,The Crocodile Hunter: Collision Course,John Stainton,2002,PG,89 min,Action,89
s9077,Movie,The Comedy of Terrors,Jacques Tourneur,1964,7+,83 min,Horror,83
s9078,Movie,The Burning Bed,Robert Greenwald,1984,13+,96 min,Drama,96
s9079,Movie,The Brain (1988),Ed Hunt,1988,R,91 min,Horror,91
s9080,Movie,The Boat,Winston Azzopardi,2019,13+,89 min,"Horror, Suspense",89
s9081,TV Show,The Best of I Love Lucy,,1954,TV-PG,2 Seasons,"Comedy, Kids",2
s9082,Movie,The Best Exotic Marigold Hotel,John Madden,2012,PG-13,124 min,"Comedy, Drama, Romance",124
s9083,Movie,The Bad News Bears (1976),Michael Ritchie,2021,NR,102 min,Comedy,102
s9084,TV Show,The Alchemists,,1999,TV-14,1 Season,"Drama, Suspense",1
s9085,Movie,That Day We Sang,Victoria Wood,2014,13+,89 min,"Arts, Entertainment, and Culture, Drama, Romance",89
s9086,Movie,Terror in a Texas Town,Joseph H. Lewis,1958,7+,81 min,Western,81
s9087,Movie,Ten Minutes to Midnight,Erik Bloomquist,2021,18+,73 min,Horror,73
s9088,Movie,Taller Than The Trees,Dean Tucker,2021,16+,89 min,"Action, Drama, Suspense",89
s9089,Movie,Taken,Pierre Morel,2009,PG-13,91 min,"Action, Drama",91
s9090,Movie,Swimming for Gold,Hayley MacFarlane,2020,NR,91 min,"Comedy, Kids",91
s9091,Movie,Summer Rebels,Martina Saková,2021,13+,92 min,"Action, Comedy, Kids",92
s9092,Movie,Sugar Hill,Paul Maslansky,1974,PG,91 min,Horror,91
s9093,Movie,Sudden Terror: The Hijacking of Schoolbus 17,Paul Schneider,1996,16+,92 min,Drama,92
s9094,Movie,Stormy Weathers,Will MacKenzie,1992,16+,92 min,Action,92
s9095,Movie,Still of the Night,Robert Benton,1982,PG,91 min,Drama,91
s9096,TV Show,Steve and Maggie - Magical Maggie Madness,,2021,G,1 Season,"Animation, Kids",1
s9097,Movie,Stargate,Roland Emmerich,1994,PG-13,121 min,"Science Fiction, Suspense",121
s9098,Movie,Starblack,Giovanni Grimaldi,1966,13+,93 min,Western,93
s9099,Movie,Squirm,Jeff Lieberman,1976,PG,93 min,Horror,93
s9100,Movie,Snow,Hakan Sahin,2006,13+,68 min,Drama,68
s9101,Movie,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,1988,R,80 min,Horror,80
s9102,Movie,Sign of the Gladiator,Guido Brignone,1959,16+,94 min,"Action, Drama",94
s9103,Movie,Shots Fired,,2015,18+,124 min,Action,124
s9104,Movie,She Never Died,Audrey Cummings,2020,18+,89 min,"Action, Comedy, Drama",89
s9105,TV Show,Secret of the Sword,,1991,13+,1 Season,Action,1
s9106,Movie,Sea Ghost,Jim Wynorski,2004,16+,94 min,"Action, Horror, Science Fiction",94
s9107,Movie,Scream and Scream Again,Gordon Hessler,1970,PG-13,95 min,Horror,95
s9108,Movie,Scorpio,Michael Winner,1973,PG,115 min,"Action, Drama",115
s9109,Movie,Scarecrows,William Wesley,1988,R,83 min,Horror,83
s9110,Movie,Saving Mr. Wu,Sheng Ding,2015,18+,106 min,"Action, Suspense",106
s9111,Movie,Salvador,Oliver Stone,1986,R,123 min,Drama,123
s9112,Movie,Saginaw Trail,George Archainbaud,1953,13+,56 min,Western,56
s9113,Movie,Rugrats Go Wild,"John Eng, Norton Virgien",2003,PG,81 min,Animation,81
s9114,Movie,Rolling Thunder,"P. J. Pesce, Ralph Hemecker",1996,18+,90 min,"Action, Comedy, Drama",90
s9115,Movie,Rival,Marcus Lenz,2020,18+,92 min,"Drama, Suspense",92
s9116,Movie,Resident Evil: Retribution (4K UHD),Paul W.S. Anderson,2012,R,96 min,"Action, Horror, Science Fiction",96
s9117,Movie,Resident Evil: Retribution,Paul W.S. Anderson,2012,R,96 min,"Action, Science Fiction",96
s9118,Movie,Ratter,Branden Kramer,2016,R,80 min,"Drama, Suspense",80
s9119,Movie,Raising Arizona,"Joel Coen,  Ethan Coen",1987,PG-13,94 min,Comedy,94
s9120,Movie,Pumpkin,"Adam Larson Broder, Tony R. Abrams",2002,R,118 min,"Comedy, Drama",118
s9121,Movie,Prisoners of the Sun,Roger Christian,2014,16+,88 min,"Action, Horror",88
s9122,Movie,Possession: The Ingloda Within,Brian Targett,2013,13+,100 min,"Horror, Suspense",100
s9123,Movie,Pokémon the Movie 2000,Kunihiko Yuyama,2000,G,80 min,"Animation, Anime, Kids",80
s9124,Movie,Play or Die,Jacques Kluger,2019,16+,89 min,"Horror, Suspense",89
s9125,Movie,Play,Philip Koch,2019,13+,89 min,Drama,89
s9126,Movie,Pitruroon,Nitish Bhardwaj,2013,G,105 min,Drama,105
s9127,Movie,Pinky Moge Wali 2,Kapil Batra,2021,13+,121 min,"Drama, Romance",121
s9128,TV Show,Phungus & Mowld,,2021,13+,1 Season,"Action, Animation",1
s9129,TV Show,Paranormal Solutions Inc.,,2016,16+,1 Season,TV Shows,1
s9130,Movie,Pack Train,George Archainbaud,1953,13+,57 min,Western,57
s9131,Movie,Ouija Japan,Masaya Kato,2021,18+,78 min,Horror,78
s9132,Movie,One More Flip,Jeffrey Brown,2021,18+,91 min,Drama,91
s9133,Movie,Once Upon A Time In Mexico,Robert Rodriguez,2003,R,102 min,"Action, Adventure, Drama",102
s9134,Movie,Once Upon A Crime,Eugene Levy,1992,PG,94 min,Comedy,94
s9135,Movie,On Top Of Old Smoky,George Archainbaud,1953,13+,59 min,Western,59
s9136,Movie,On Golden Pond,Mark Rydell,1981,PG,109 min,Drama,109
s9137,Movie,Off The Lip,Robert Mickelson,2004,R,88 min,Comedy,88
s9139,Movie,Not Like Everyone Else,Tom McLoughlin,2006,16+,89 min,Drama,89
s9140,Movie,No Secrets,Dezso Magyar,1991,R,92 min,"Drama, Suspense",92
s9141,Movie,Night of the Demons,Adam Gierasch,2011,R,93 min,"Action, Comedy, Horror",93
s9142,Movie,New Year's Evil,Emmett Alston,1980,R,86 min,Horror,86
s9143,TV Show,Mysteries of the Superstition Mountains,,2021,13+,1 Season,"Documentary, Drama, Suspense",1
s9144,Movie,My Story,"Libor Adam, Hana Hendrychová",2020,16+,92 min,Drama,92
s9145,Movie,My Name is Pauli Murray,"Julie Cohen, Betsy West",2021,PG-13,94 min,"Documentary, Drama",94
s9146,Movie,My Kingdom Come,Horacio Alcalá,2019,13+,90 min,Documentary,90
s9147,Movie,My Grandpa Is An Alien,"Marina Andree Škop, Dražen Žarković",2021,16+,79 min,"Action, Comedy, Kids",79
s9148,Movie,Motel Hell,Kevin Connor,1980,R,102 min,"Horror, Science Fiction",102
s9149,Movie,More Sex and The Single Mom,Don McBrearty,2005,16+,90 min,"Drama, Romance",90
s9150,Movie,Mick Jagger: The Ultimate Performer,Robin Bextor,2021,7+,60 min,Documentary,60
s9151,Movie,Max Bishop,Jack Beranek,2021,16+,84 min,"Action, Comedy, Suspense",84
s9152,Movie,Man from Del Rio,Harry Horner,1956,13+,83 min,Western,83
s9153,Movie,Makoki: A Deadly Love,Esteban Diaz Baena,2019,18+,110 min,"Action, Comedy",110
s9154,Movie,Madurey,Ramana Madhesh,2004,13+,147 min,"Action, Drama",147
s9155,Movie,Madison,William Bindley,2005,PG,99 min,"Action, Drama, Sports",99
s9156,Movie,Lucy,Glenn Jordan,2003,13+,94 min,"Comedy, Drama",94
s9157,Movie,Lovely,Sakthi,2001,G,152 min,"Comedy, Drama, Romance",152
s9158,Movie,Love Letters,Stanley Donen,1999,PG-13,86 min,Romance,86
s9159,Movie,Love Field,Jonathan Kaplan,1992,PG-13,105 min,Drama,105
s9160,Movie,Lost in Hong Kong,Zheng Xu,2015,16+,114 min,Comedy,114
s9161,Movie,Little Man Tate,Jodie Foster,1991,PG,99 min,Drama,99
s9162,TV Show,Life In Between Gates,,2021,16+,1 Season,"Drama, Sports",1
s9163,TV Show,LEGO Monkie Kid - US,,2021,TV-Y7,1 Season,"Action, Animation, Kids",1
s9164,Movie,Last Of The Pony Riders,George Archainbaud,1953,13+,59 min,"Comedy, Western",59
s9165,Movie,Last Action Hero (4K UHD),John McTiernan,1993,PG-13,131 min,"Action, Adventure, Comedy",131
s9166,Movie,Last Action Hero,John McTiernan,1993,PG-13,131 min,"Action, Comedy",131
s9167,Movie,Lara Croft Tomb Raider: The Cradle of Life (4K UHD),Jan De Bont,2003,PG-13,117 min,"Action, Adventure, Drama",117
s9168,Movie,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,2003,PG-13,117 min,Adventure,117
s9169,Movie,La Condesa,Mario Ramos,2021,16+,82 min,Horror,82
s9170,Movie,Killers,lionsgate,2010,PG-13,100 min,"Action, Comedy",100
s9171,TV Show,Judge Faith,,2016,TV-PG,2 Seasons,"Documentary, Special Interest, Unscripted",2
s9172,Movie,Jiminy Glick in Lalawood,Vadim Jean,2005,R,91 min,"Comedy, Suspense",91
s9173,Movie,Je Suis A Stand-Up: Eddie Izzard Abroad,Paul Tickell,1996,18+,48 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",48
s9175,Movie,Jaguar (Kannada),Mahadev,2016,13+,159 min,"Drama, Romance",159
s9176,Movie,Jack Ryan: Shadow Recruit,Kenneth Branagh,2014,PG-13,106 min,"Action, Drama",106
s9177,Movie,It's a Wonderful Afterlife,Gurinder Chadha,2021,PG-13,100 min,"Comedy, Drama",100
s9178,Movie,Interview,Mrinal Sen,1970,G,80 min,Drama,80
s9179,TV Show,Intentions,,2021,18+,1 Season,"Comedy, Drama, LGBTQ",1
s9180,Movie,Inside Moves,Richard Donner,1980,13+,113 min,Drama,113
s9181,Movie,Hotel Limbo,Tina Adams,2020,13+,95 min,Comedy,95
s9182,Movie,Highway to Hell,Ate De Jong,1992,R,94 min,Horror,94
s9183,TV Show,Heartland,,2019,13+,1 Season,"Drama, Kids, Western",1
s9184,Movie,Heartbreakers,David Mirkin,2001,PG-13,124 min,Comedy,124
s9185,Movie,Hathat Neerar Jonyo,Subrata Sen,2004,18+,96 min,Romance,96
s9186,Movie,Hamlet,Laurence Olivier,1948,13+,154 min,Drama,154
s9187,Movie,Hackers,Iain Softley,1995,PG-13,105 min,"Drama, Suspense",105
s9188,Movie,Grizzly Mountain,Jeremy Haft,1996,G,96 min,"Kids, Science Fiction",96
s9189,Movie,Good Old Friends,"Peter Kondra, Mikael Schallock",2021,16+,87 min,"Action, Comedy",87
s9190,Movie,Goldtown Ghost Riders,George Archainbaud,1953,13+,59 min,"Comedy, Western",59
s9191,Movie,Gentlemen of Fortune,Aleksandr Sery,1971,13+,83 min,"Comedy, Drama",83
s9192,Movie,Garden State,Zach Braff,2004,R,102 min,"Arthouse, Comedy, Drama",102
s9193,Movie,Future Shock,"Eric Parkinson, Matt Reeves, Oley Sassone",1994,PG-13,98 min,"Horror, Science Fiction",98
s9194,TV Show,Frustrated Man,,2021,G,1 Season,TV Shows,1
s9195,Movie,Fort Massacre,Joe Newman,1958,13+,81 min,"Drama, Western",81
s9196,Movie,Fort Defiance,John Rawlins,1951,7+,82 min,"Drama, Western",82
s9197,Movie,Fools Rush In,Andy Tennant,1997,PG-13,109 min,"Comedy, Drama, Romance",109
s9198,Movie,Flight Of The Phoenix (2004),John Moore,2004,PG-13,113 min,"Action, Adventure, Drama",113
s9199,Movie,Flash of Genius,Marc Abraham,2008,PG-13,120 min,Drama,120
s9200,Movie,First Shot,Armand Mastroianni,2002,PG-13,92 min,Action,92
s9201,Movie,Fellini Forward,"DREA COOPER, ZACKARY CANEPARI",2021,7+,45 min,"Documentary, Special Interest",45
s9202,Movie,Fatal Contact: Bird Flu in America,Richard Pearce,2006,16+,84 min,"Drama, Horror, Science Fiction",84
s9203,Movie,Fascination,Klaus Menzel,2005,R,103 min,"Romance, Suspense",103
s9204,TV Show,Explore With the Note 2021,,2021,TV-MA,1 Season,"Action, Drama, Suspense",1
s9205,Movie,Exorcist: The Beginning,Renny Harlin,2004,R,113 min,"Action, Adventure, Horror",113
s9206,Movie,EVA,DANIEL IMASUEN,2021,13+,110 min,Drama,110
s9207,Movie,Eternal,"Wilhelm Liebenberg, Federico Sanchez",2004,16+,108 min,"Horror, Suspense",108
s9208,Movie,Emerald Falls,Peter Andrikidis,2008,16+,92 min,Suspense,92
s9209,Movie,El Topo,Alfredo Ureta,2021,18+,90 min,Drama,90
s9210,Movie,Eddie Izzard: Unrepeatable,John Gordillo,1994,18+,76 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",76
s9211,Movie,Eddie Izzard: Stripped,Sarah Townsend,2009,18+,104 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",104
s9212,Movie,Duplicity,Tony Gilroy,2009,PG-13,125 min,"Drama, Suspense",125
s9213,Movie,Doorways,Peter Werner,1994,16+,83 min,"Action, Science Fiction, Suspense",83
s9214,Movie,Dolls,Stuart Gordon,1986,R,78 min,Horror,78
s9215,Movie,Die Hard: With a Vengeance (4K UHD),John McTiernan,1995,R,129 min,"Action, Adventure",129
s9216,Movie,Die Hard with a Vengeance,John McTiernan,1995,R,129 min,Suspense,129
s9217,Movie,Die Hard,John McTiernan,1988,R,132 min,Suspense,132
s9218,Movie,Dennis Gaxiola: Before the Wall Goes Up,Isaac Halasima,2017,7+,47 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",47
s9219,Movie,Death Wish V: The Face of Death,Allan A. Goldstein,1994,R,95 min,"Action, Drama",95
s9220,Movie,DC Sniper,Ulli Lommel,2010,18+,75 min,"Action, Suspense",75
s9221,Movie,Creepy Clowns,Pete Jacelone,2021,18+,80 min,"Horror, Suspense",80
s9222,Movie,Corey Rodrigues: People Whisperer,Isaac Halasima,2018,7+,45 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",45
s9223,Movie,Come Away Home,Doug McKeon,2005,PG,102 min,Drama,102
s9224,Movie,Color of Love: The Jacey Story,Sheldon Larry,2000,7+,87 min,Drama,87
s9226,Movie,Chehre,Rummy Jafry,2021,NR,139 min,Suspense,139
s9227,Movie,Chattahoochee,Mick Jackson,1990,R,98 min,Drama,98
s9228,TV Show,Chaos And Kindness,,2021,13+,1 Season,"Comedy, Documentary, Drama",1
s9229,Movie,Caveman,Carl Gottlieb,1981,PG,92 min,Comedy,92
s9230,Movie,Case Sensitive: The Point of Rescue,Charles Martin,2011,18+,91 min,"Drama, Suspense",91
s9231,Movie,Carrington,Christopher Hampton,1995,R,123 min,"Drama, Romance",123
s9232,Movie,Capricorn One,Peter Hyams,1978,16+,123 min,"Action, Suspense",123
s9233,Movie,Calcutta 71,Mrinal Sen,1972,G,117 min,Drama,117
s9234,Movie,Butterflies,Biodun Stephen,2021,13+,112 min,Drama,112
s9235,Movie,Butch Cassidy and the Sundance Kid (4K UHD),George Roy Hill,1969,PG,110 min,"Action, Adventure, Drama",110
s9236,Movie,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,PG,110 min,"Action, Drama, Western",110
s9237,Movie,Burning Man: The Musical,Tyler Milliron,2021,16+,80 min,"Arts, Entertainment, and Culture, Comedy",80
s9238,Movie,Burn Country,Ian Olds,2016,7+,104 min,"Drama, Suspense",104
s9239,Movie,Bulworth,Warren Beatty,1998,R,108 min,"Comedy, Drama",108
s9240,Movie,Bullets Don't Argue,Mario Caiano,1964,13+,89 min,Western,89
s9241,TV Show,Bucket,,2017,TV-14,1 Season,"Comedy, Drama",1
s9243,Movie,Broken English,Gregor Nicholas,1994,R,92 min,"Arthouse, Drama, Romance",92
s9244,Movie,Boris and Natasha: The Movie,Charles Martin Smith,1992,PG,88 min,"Action, Comedy",88
s9245,Movie,Blue Crush 2,Mike Elliott,2011,PG-13,113 min,"Action, Drama, Sports",113
s9246,Movie,Blizzard,Le Var Burton,2004,G,100 min,Kids,100
s9247,Movie,Blippi's Spooky Spells Halloween,,2021,G,41 min,Kids,41
s9248,Movie,Blacula,William Crain,1972,PG,93 min,Horror,93
s9249,Movie,"Black Coal, Thin Ice",Yi'nan Diao,2014,18+,109 min,"Action, Drama",109
s9250,Movie,Black As Night,Maritte Lee Go,2021,16+,87 min,Horror,87
s9251,Movie,Bingo Hell,Gigi Saul Guerrero,2021,18+,86 min,Horror,86
s9252,Movie,Bhaloo,Rajdutt,1980,G,135 min,Drama,135
s9253,Movie,Beer,Patrick Kelly,1985,R,83 min,Comedy,83
s9254,Movie,Banshiwala,Anjan Das,2010,13+,101 min,Drama,101
s9255,Movie,Bad Influence,Curtis Hanson,1990,R,100 min,"Drama, Suspense",100
s9256,Movie,Babes in Toyland (1997),"Charles Grosvenor, Paul Sabella, Toby Bluth",1997,G,74 min,"Animation, Kids",74
s9257,Movie,Babes in Toyland (1986),Clive Donner,1986,G,96 min,"Arts, Entertainment, and Culture",96
s9258,Movie,Atonement,Joe Wright,2007,R,123 min,"Drama, Suspense",123
s9259,Movie,Assassination,Dong-hoon Choi,2015,16+,140 min,Action,140
s9260,Movie,Andy Woodhull: World's Greatest Stepdad,Isaac Halasima,2018,7+,42 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",42
s9261,Movie,An All Dogs Christmas Carol,"Gary Selvaggio, Paul Sabella",1998,G,73 min,Kids,73
s9262,Movie,Amazing Grace (1974),Stan Lathan,1974,G,98 min,Comedy,98
s9263,Movie,All's Faire in Love,Scott Marshall,2009,PG-13,108 min,Comedy,108
s9264,Movie,Agathiyar,A. P. Nagarajan,1972,G,153 min,Drama,153
s9265,Movie,"Adios, Sabata",Gianfranco Parolini,1971,PG,105 min,Adventure,105
s9266,Movie,Acts of Defiance,Alec MacLeod,1992,16+,105 min,Documentary,105
s9267,Movie,Across the Moon,Lisa Gottlieb,1994,13+,87 min,Drama,87
s9268,Movie,A Good Year,Ridley Scott,2006,PG-13,118 min,Comedy,118
s9269,Movie,A Chorus Line,Richard Attenborough,1985,PG-13,118 min,"Arts, Entertainment, and Culture, Drama",118
s9270,Movie,A Bucket of Blood,Roger Corman,1959,7+,65 min,"Comedy, Horror",65
s9271,Movie,83 degrees - ski the north,Matthias Mayr,2019,7+,55 min,"Action, Documentary, Sports",55
s9272,Movie,66 Sadashiv,Yogesh Deshpande,2019,G,135 min,"Comedy, Drama",135
s9273,Movie,1984,Michael Radford,1985,R,111 min,Drama,111
s9274,Movie,10 to Midnight,J. Lee Thompson,1983,R,102 min,"Action, Adventure",102
s9275,Movie,Zombie Warz: Falls The Shadow,Steven Berryessa,2011,18+,89 min,"Action, Horror",89
s9276,Movie,Zameer,Ravi Chopra,1975,13+,130 min,"Action, Drama",130
s9277,Movie,Youth in Oregon,Joel David Moore,2017,7+,100 min,"Comedy, Drama",100
s9278,Movie,Welcome To The Jungle,Rob Meltzer,2014,NR,94 min,Comedy,94
s9279,Movie,Twelve,Joel Schumacher,2010,R,95 min,"Drama, Suspense",95
s9280,Movie,Tuck Jagadish (Malayalam),Shiva Nirvana,2021,13+,145 min,"Drama, Kids",145
s9281,TV Show,Travel Man: 48 Hours in...,,2018,13+,7 Seasons,"Action, Adventure, Comedy",7
s9282,Movie,Totò Eva e il pennello proibito,Steno,1959,13+,99 min,Comedy,99
s9283,Movie,The Selling,Emily Lou,2021,13+,90 min,"Comedy, Horror",90
s9284,Movie,The Right Distance,Carlo Mazzacurati,2007,13+,106 min,"Drama, Suspense",106
s9285,Movie,The Prophecy 2,Kenneth Okinkwo Okwy,2021,16+,88 min,Drama,88
s9286,Movie,The Prophecy,Kenneth Okinkwo Okwy,2021,16+,124 min,Drama,124
s9287,Movie,The Morning After,Stuart Acher,2018,18+,84 min,"Comedy, Drama, Romance",84
s9288,Movie,The Magic Voyage,Michael Schoemann,1992,7+,80 min,"Action, Kids",80
s9289,Movie,The Last Exorcism,Daniel Stamm,2010,PG-13,88 min,Horror,88
s9290,Movie,The Lady Doctor,Camillo Mastrocinque,1957,7+,99 min,Comedy,99
s9291,Movie,The Intruder,Raffaello Matarazzo,1956,13+,99 min,Drama,99
s9292,Movie,The Ice Forest,Claudio Noce,2014,13+,107 min,"Action, Drama, Suspense",107
s9293,Movie,The Dog Who Saved Christmas,Michael Feifer,2009,PG,88 min,"Action, Comedy, Kids",88
s9294,Movie,The Breaking Point,James Hunter,2021,16+,73 min,"Action, Drama, Suspense",73
s9295,Movie,The Boyfriend School,Malcolm Mowbray,1990,PG-13,103 min,Comedy,103
s9296,TV Show,Tales of Para Handy,,1995,16+,2 Seasons,TV Shows,2
s9297,Movie,Swallows and Amazons,Philippa Lowthorpe,2017,G,97 min,"Action, Drama, Kids",97
s9298,TV Show,Strathblair,,1993,16+,2 Seasons,Drama,2
s9299,Movie,Six Three Times,Sophia Rivera,2021,13+,50 min,Drama,50
s9300,Movie,Sins Of Desire,Jim Wynorski,1993,18+,91 min,"Drama, Suspense",91
s9301,Movie,Side Chicks,Emmanuel Mageme,2021,18+,75 min,"Drama, Romance",75
s9302,Movie,Shutter,V. K. Prakash,2017,13+,122 min,"Drama, Suspense",122
s9303,Movie,Savage Land,Dean Hamilton,1994,13+,96 min,"Kids, Western",96
s9304,Movie,Sashinka,Kristina Wagenbauer,2018,16+,79 min,"Comedy, Drama",79
s9305,TV Show,Rupert,,1995,TV-G,2 Seasons,"Animation, Kids",2
s9306,Movie,Roommate (Hindi),Vasanth Nagarajan,2021,13+,102 min,"Drama, Suspense",102
s9307,Movie,Red Dog,Kriv Stenders,2011,PG,92 min,Comedy,92
s9308,Movie,Project A-ko 2: Plot of the Daitokuji Financial Group,"Katsuhiko Nishijima, Yuuji Moriyama",1987,16+,49 min,"Animation, Anime",49
s9309,Movie,Perfect Romance,Douglas Barr,2004,13+,90 min,Comedy,90
s9310,Movie,Pati Patni Aur Woh,B.R. Chopra,1978,13+,130 min,Comedy,130
s9311,Movie,Paradise by the Dashboard Light,"Alyssa Rallo Bennett, Tyler Walker",2016,13+,42 min,Drama,42
s9312,Movie,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,1995,R,99 min,Western,99
s9313,Movie,Nanak Dukhiya Sub Sansar,Dara Singh,1969,13+,132 min,"Action, Drama",132
s9314,Movie,Nambiar (Hindi),Ganeshaa,2016,13+,123 min,"Comedy, Drama, Science Fiction",123
s9315,Movie,Naam,Joshy Thomas Pallickal,2018,13+,132 min,"Drama, Romance",132
s9316,Movie,Mugguru Monagallu,Abhilash Reddy,2021,13+,108 min,"Comedy, Drama, Suspense",108
s9317,Movie,Like Dogs,Randy Van Dyke,2021,18+,94 min,Horror,94
s9318,Movie,Let There Be Light,"Mila Aung-Thwin, Van Royko",2017,G,80 min,"Documentary, Suspense",80
s9319,TV Show,Landscape Artist of the Year,,2015,G,1 Season,"Documentary, Special Interest, Unscripted",1
s9320,Movie,Kanave Kalaiyadhe,V. Gowthaman,1999,G,159 min,"Drama, Romance",159
s9321,Movie,Jack'd Up,Timothy Wayne Folsome,2001,18+,100 min,Drama,100
s9322,TV Show,If You Give a Mouse a Cookie,,2021,G,10 Seasons,Kids,10
s9323,Movie,High Wire,Claude Guilmain,2020,13+,52 min,Documentary,52
s9324,Movie,Hawaii,George Roy Hill,1966,7+,161 min,Drama,161
s9325,Movie,Halloween With The New Addams Family,David Steinmetz,1977,7+,87 min,Comedy,87
s9326,Movie,Guns of Banaras,Sekhar Suri,2020,13+,127 min,"Action, Drama",127
s9327,Movie,Gli Onorevoli,Sergio Corbucci,1963,13+,99 min,Comedy,99
s9328,Movie,Get Shorty,Barry Sonnenfeld,1995,R,105 min,"Comedy, Suspense",105
s9329,Movie,Games of Desire,Hans Albin,1964,16+,91 min,Romance,91
s9330,Movie,Friends at Last,John David Coles,1995,13+,92 min,Drama,92
s9331,Movie,Final Run,Armand Mastroianni,1999,13+,90 min,"Action, Drama",90
s9332,Movie,Farm to Fork to Love,Sandra L. Martin,2021,13+,85 min,Romance,85
s9333,Movie,Exit Humanity,John Geddes,2011,18+,114 min,Horror,114
s9334,Movie,Evidence of Blood,Andrew Mondshein,1988,7+,109 min,Drama,109
s9335,Movie,Entanglement,Damon Jamal,2021,18+,95 min,Drama,95
s9336,Movie,Electrician,Steve Conway,2020,16+,85 min,"Arthouse, Drama",85
s9337,Movie,Dreaming of Braddock,"Cavi Borges, Ulisses Mattos",2019,13+,79 min,"Comedy, Drama",79
s9338,Movie,Dive,Daniel F. Holmes,2021,16+,86 min,Drama,86
s9339,TV Show,Di-Gata Defenders,,2008,TV-G,4 Seasons,"Action, Animation, Kids",4
s9340,Movie,Deya Neya,Sunil Bandyopadhyay,1962,16+,122 min,Romance,122
s9341,Movie,Delusion,Vallo Toomla,2016,13+,102 min,"Horror, Suspense",102
s9342,TV Show,DEFA,,2021,13+,1 Season,TV Shows,1
s9343,Movie,Dancin: It's On,David Winters,2015,PG,90 min,"Arts, Entertainment, and Culture",90
s9344,Movie,Confessions of an American Bride,Douglas Barr,2005,13+,90 min,Comedy,90
s9345,Movie,Cold Turkey,Norman Lear,1971,PG-13,102 min,Comedy,102
s9346,TV Show,Clip: El Anti-Friendzone,,2019,18+,1 Season,TV Shows,1
s9347,Movie,Child in the Night,Mike Robe,1990,13+,95 min,"Drama, Suspense",95
s9348,TV Show,Cavendish,,2021,13+,1 Season,"Comedy, Drama",1
s9349,Movie,Camouflage,Reinhold Bilgeri,2014,16+,88 min,"Action, Suspense",88
s9350,Movie,Bermuda Triangle,Ian Toynton,1996,16+,89 min,"Action, Drama",89
s9351,Movie,Bandslam,Todd Graff,2009,PG,111 min,"Comedy, Drama, Kids",111
s9352,Movie,Bagdad Cafe,Percy Adlon,1988,PG,92 min,"Comedy, Drama",92
s9353,Movie,Attack of the Unknown,Brandon Slagle,2020,18+,103 min,"Action, Horror, Science Fiction",103
s9354,Movie,Apology for Murder,Sam Newfield,1945,13+,64 min,"Drama, Suspense",64
s9355,TV Show,Amnesia,,2004,16+,1 Season,TV Shows,1
